cell_class	channel_combo	plate	well
all	Hoescht_COX4_AGP_ConA	1	A3
all	Hoescht_COX4_AGP_ConA	1	A2
all	Hoescht_COX4_AGP_ConA	1	A1
all	Hoescht_COX4_AGP_ConA	2	B2
all	Hoescht_COX4_AGP_ConA	1	B1
all	Hoescht_COX4_AGP_ConA	1	B2
all	Hoescht_COX4_AGP_ConA	2	B3
all	Hoescht_COX4_AGP_ConA	2	A3
all	Hoescht_COX4_AGP_ConA	2	A2
all	Hoescht_COX4_AGP_ConA	2	B1
all	Hoescht_COX4_AGP_ConA	2	A1
all	Hoescht_COX4_AGP_ConA	1	B3
