plate	round	well	tile	z	channel
1	1	B1	262	0	638_nm
1	1	B1	263	0	405_nm
1	1	B1	263	0	488_nm
1	1	B1	263	0	561_nm
1	1	B1	263	0	638_nm
1	1	B1	264	0	405_nm
1	1	B1	264	0	488_nm
1	1	B1	264	0	561_nm
1	1	B1	264	0	638_nm
1	1	B1	265	0	405_nm
1	1	B1	265	0	488_nm
1	1	B1	265	0	561_nm
1	1	B1	265	0	638_nm
1	1	B1	266	0	405_nm
1	1	B1	266	0	488_nm
1	1	B1	266	0	561_nm
1	1	B1	266	0	638_nm
1	1	B1	267	0	405_nm
1	1	B1	267	0	488_nm
1	1	B1	267	0	561_nm
1	1	B1	267	0	638_nm
1	1	B1	268	0	405_nm
1	1	B1	268	0	488_nm
1	1	B1	268	0	561_nm
1	1	B1	268	0	638_nm
1	1	B1	269	0	405_nm
1	1	B1	269	0	488_nm
1	1	B1	269	0	561_nm
1	1	B1	269	0	638_nm
1	1	B1	270	0	405_nm
1	1	B1	270	0	488_nm
1	1	B1	270	0	561_nm
1	1	B1	270	0	638_nm
1	1	B1	271	0	405_nm
1	1	B1	271	0	488_nm
1	1	B1	271	0	561_nm
1	1	B1	271	0	638_nm
1	1	B1	272	0	405_nm
1	1	B1	272	0	488_nm
1	1	B1	272	0	561_nm
1	1	B1	272	0	638_nm
1	1	B1	273	0	405_nm
1	1	B1	273	0	488_nm
1	1	B1	273	0	561_nm
1	1	B1	273	0	638_nm
1	1	B1	274	0	405_nm
1	1	B1	274	0	488_nm
1	1	B1	274	0	561_nm
1	1	B1	274	0	638_nm
1	1	B1	275	0	405_nm
1	1	B1	275	0	488_nm
1	1	B1	275	0	561_nm
1	1	B1	275	0	638_nm
1	1	B1	276	0	405_nm
1	1	B1	276	0	488_nm
1	1	B1	276	0	561_nm
1	1	B1	276	0	638_nm
1	1	B1	277	0	405_nm
1	1	B1	277	0	488_nm
1	1	B1	277	0	561_nm
1	1	B1	277	0	638_nm
1	1	B1	278	0	405_nm
1	1	B1	278	0	488_nm
1	1	B1	278	0	561_nm
1	1	B1	278	0	638_nm
1	1	B1	279	0	405_nm
1	1	B1	279	0	488_nm
1	1	B1	279	0	561_nm
1	1	B1	279	0	638_nm
1	1	B1	280	0	405_nm
1	1	B1	280	0	488_nm
1	1	B1	280	0	561_nm
1	1	B1	280	0	638_nm
1	1	B1	281	0	405_nm
1	1	B1	281	0	488_nm
1	1	B1	281	0	561_nm
1	1	B1	281	0	638_nm
1	1	B1	282	0	405_nm
1	1	B1	282	0	488_nm
1	1	B1	282	0	561_nm
1	1	B1	282	0	638_nm
1	1	B1	283	0	405_nm
1	1	B1	283	0	488_nm
1	1	B1	283	0	561_nm
1	1	B1	283	0	638_nm
1	1	B1	284	0	405_nm
1	1	B1	284	0	488_nm
1	1	B1	284	0	561_nm
1	1	B1	284	0	638_nm
1	1	B1	285	0	405_nm
1	1	B1	285	0	488_nm
1	1	B1	285	0	561_nm
1	1	B1	285	0	638_nm
1	1	B1	286	0	405_nm
1	1	B1	286	0	488_nm
1	1	B1	286	0	561_nm
1	1	B1	286	0	638_nm
1	1	B1	287	0	405_nm
1	1	B1	287	0	488_nm
1	1	B1	287	0	561_nm
1	1	B1	287	0	638_nm
1	1	B1	288	0	405_nm
1	1	B1	288	0	488_nm
1	1	B1	288	0	561_nm
1	1	B1	288	0	638_nm
1	1	B1	289	0	405_nm
1	1	B1	289	0	488_nm
1	1	B1	289	0	561_nm
1	1	B1	289	0	638_nm
1	1	B1	290	0	405_nm
1	1	B1	290	0	488_nm
1	1	B1	290	0	561_nm
1	1	B1	290	0	638_nm
1	1	B1	291	0	405_nm
1	1	B1	291	0	488_nm
1	1	B1	291	0	561_nm
1	1	B1	291	0	638_nm
1	1	B1	292	0	405_nm
1	1	B1	292	0	488_nm
1	1	B1	292	0	561_nm
1	1	B1	292	0	638_nm
1	1	B1	293	0	405_nm
1	1	B1	293	0	488_nm
1	1	B1	293	0	561_nm
1	1	B1	293	0	638_nm
1	1	B1	294	0	405_nm
1	1	B1	294	0	488_nm
1	1	B1	294	0	561_nm
1	1	B1	294	0	638_nm
1	1	B1	295	0	405_nm
1	1	B1	295	0	488_nm
1	1	B1	295	0	561_nm
1	1	B1	295	0	638_nm
1	1	B1	296	0	405_nm
1	1	B1	296	0	488_nm
1	1	B1	296	0	561_nm
1	1	B1	296	0	638_nm
1	1	B1	297	0	405_nm
1	1	B1	297	0	488_nm
1	1	B1	297	0	561_nm
1	1	B1	297	0	638_nm
1	1	B1	298	0	405_nm
1	1	B1	298	0	488_nm
1	1	B1	298	0	561_nm
1	1	B1	298	0	638_nm
1	1	B1	299	0	405_nm
1	1	B1	299	0	488_nm
1	1	B1	299	0	561_nm
1	1	B1	299	0	638_nm
1	1	B1	300	0	405_nm
1	1	B1	300	0	488_nm
1	1	B1	300	0	561_nm
1	1	B1	300	0	638_nm
1	1	B1	301	0	405_nm
1	1	B1	301	0	488_nm
1	1	B1	301	0	561_nm
1	1	B1	301	0	638_nm
1	1	B1	302	0	405_nm
1	1	B1	302	0	488_nm
1	1	B1	302	0	561_nm
1	1	B1	302	0	638_nm
1	1	B1	303	0	405_nm
1	1	B1	303	0	488_nm
1	1	B1	303	0	561_nm
1	1	B1	303	0	638_nm
1	1	B1	304	0	405_nm
1	1	B1	304	0	488_nm
1	1	B1	304	0	561_nm
1	1	B1	304	0	638_nm
1	1	B1	305	0	405_nm
1	1	B1	305	0	488_nm
1	1	B1	305	0	561_nm
1	1	B1	305	0	638_nm
1	1	B1	306	0	405_nm
1	1	B1	306	0	488_nm
1	1	B1	306	0	561_nm
1	1	B1	306	0	638_nm
1	1	B1	307	0	405_nm
1	1	B1	307	0	488_nm
1	1	B1	307	0	561_nm
1	1	B1	307	0	638_nm
1	1	B1	308	0	405_nm
1	1	B1	308	0	488_nm
1	1	B1	308	0	561_nm
1	1	B1	308	0	638_nm
1	1	B1	309	0	405_nm
1	1	B1	309	0	488_nm
1	1	B1	309	0	561_nm
1	1	B1	309	0	638_nm
1	1	B1	310	0	405_nm
1	1	B1	310	0	488_nm
1	1	B1	310	0	561_nm
1	1	B1	310	0	638_nm
1	1	B1	311	0	405_nm
1	1	B1	311	0	488_nm
1	1	B1	311	0	561_nm
1	1	B1	311	0	638_nm
1	1	B1	312	0	405_nm
1	1	B1	312	0	488_nm
1	1	B1	312	0	561_nm
1	1	B1	312	0	638_nm
1	1	B1	313	0	405_nm
1	1	B1	313	0	488_nm
1	1	B1	313	0	561_nm
1	1	B1	313	0	638_nm
1	1	B1	314	0	405_nm
1	1	B1	314	0	488_nm
1	1	B1	314	0	561_nm
1	1	B1	314	0	638_nm
1	1	B1	315	0	405_nm
1	1	B1	315	0	488_nm
1	1	B1	315	0	561_nm
1	1	B1	315	0	638_nm
1	1	B1	316	0	405_nm
1	1	B1	316	0	488_nm
1	1	B1	316	0	561_nm
1	1	B1	316	0	638_nm
1	1	B1	317	0	405_nm
1	1	B1	317	0	488_nm
1	1	B1	317	0	561_nm
1	1	B1	317	0	638_nm
1	1	B1	318	0	405_nm
1	1	B1	318	0	488_nm
1	1	B1	318	0	561_nm
1	1	B1	318	0	638_nm
1	1	B1	319	0	405_nm
1	1	B1	319	0	488_nm
1	1	B1	319	0	561_nm
1	1	B1	319	0	638_nm
1	1	B1	320	0	405_nm
1	1	B1	320	0	488_nm
1	1	B1	320	0	561_nm
1	1	B1	320	0	638_nm
1	1	B1	321	0	405_nm
1	1	B1	321	0	488_nm
1	1	B1	321	0	561_nm
1	1	B1	321	0	638_nm
1	1	B1	322	0	405_nm
1	1	B1	322	0	488_nm
1	1	B1	322	0	561_nm
1	1	B1	322	0	638_nm
1	1	B1	323	0	405_nm
1	1	B1	323	0	488_nm
1	1	B1	323	0	561_nm
1	1	B1	323	0	638_nm
1	1	B1	324	0	405_nm
1	1	B1	324	0	488_nm
1	1	B1	324	0	561_nm
1	1	B1	324	0	638_nm
1	1	B1	325	0	405_nm
1	1	B1	325	0	488_nm
1	1	B1	325	0	561_nm
1	1	B1	325	0	638_nm
1	1	B1	326	0	405_nm
1	1	B1	326	0	488_nm
1	1	B1	326	0	561_nm
1	1	B1	326	0	638_nm
1	1	B1	327	0	405_nm
1	1	B1	327	0	488_nm
1	1	B1	327	0	561_nm
1	1	B1	327	0	638_nm
1	1	B1	328	0	405_nm
1	1	B1	328	0	488_nm
1	1	B1	328	0	561_nm
1	1	B1	328	0	638_nm
1	1	B1	329	0	405_nm
1	1	B1	329	0	488_nm
1	1	B1	329	0	561_nm
1	1	B1	329	0	638_nm
1	1	B1	330	0	405_nm
1	1	B1	330	0	488_nm
1	1	B1	330	0	561_nm
1	1	B1	330	0	638_nm
1	1	B1	331	0	405_nm
1	1	B1	331	0	488_nm
1	1	B1	331	0	561_nm
1	1	B1	331	0	638_nm
1	1	B1	332	0	405_nm
1	1	B1	332	0	488_nm
1	1	B1	332	0	561_nm
1	1	B1	332	0	638_nm
1	1	B1	333	0	405_nm
1	1	B1	333	0	488_nm
1	1	B1	333	0	561_nm
1	1	B1	333	0	638_nm
1	1	B1	334	0	405_nm
1	1	B1	334	0	488_nm
1	1	B1	334	0	561_nm
1	1	B1	334	0	638_nm
1	1	B1	335	0	405_nm
1	1	B1	335	0	488_nm
1	1	B1	335	0	561_nm
1	1	B1	335	0	638_nm
1	1	B1	336	0	405_nm
1	1	B1	336	0	488_nm
1	1	B1	336	0	561_nm
1	1	B1	336	0	638_nm
1	1	B1	337	0	405_nm
1	1	B1	337	0	488_nm
1	1	B1	337	0	561_nm
1	1	B1	337	0	638_nm
1	1	B1	338	0	405_nm
1	1	B1	338	0	488_nm
1	1	B1	338	0	561_nm
1	1	B1	338	0	638_nm
1	1	B1	339	0	405_nm
1	1	B1	339	0	488_nm
1	1	B1	339	0	561_nm
1	1	B1	339	0	638_nm
1	1	B1	340	0	405_nm
1	1	B1	340	0	488_nm
1	1	B1	340	0	561_nm
1	1	B1	340	0	638_nm
1	1	B1	341	0	405_nm
1	1	B1	341	0	488_nm
1	1	B1	341	0	561_nm
1	1	B1	341	0	638_nm
1	1	B1	342	0	405_nm
1	1	B1	342	0	488_nm
1	1	B1	342	0	561_nm
1	1	B1	342	0	638_nm
1	1	B1	343	0	405_nm
1	1	B1	343	0	488_nm
1	1	B1	343	0	561_nm
1	1	B1	343	0	638_nm
1	1	B1	344	0	405_nm
1	1	B1	344	0	488_nm
1	1	B1	344	0	561_nm
1	1	B1	344	0	638_nm
1	1	B1	345	0	405_nm
1	1	B1	345	0	488_nm
1	1	B1	345	0	561_nm
1	1	B1	345	0	638_nm
1	1	B1	346	0	405_nm
1	1	B1	346	0	488_nm
1	1	B1	346	0	561_nm
1	1	B1	346	0	638_nm
1	1	B1	347	0	405_nm
1	1	B1	347	0	488_nm
1	1	B1	347	0	561_nm
1	1	B1	347	0	638_nm
1	1	B1	348	0	405_nm
1	1	B1	348	0	488_nm
1	1	B1	348	0	561_nm
1	1	B1	348	0	638_nm
1	1	B1	349	0	405_nm
1	1	B1	349	0	488_nm
1	1	B1	349	0	561_nm
1	1	B1	349	0	638_nm
1	1	B1	350	0	405_nm
1	1	B1	350	0	488_nm
1	1	B1	350	0	561_nm
1	1	B1	350	0	638_nm
1	1	B1	351	0	405_nm
1	1	B1	351	0	488_nm
1	1	B1	351	0	561_nm
1	1	B1	351	0	638_nm
1	1	B1	352	0	405_nm
1	1	B1	352	0	488_nm
1	1	B1	352	0	561_nm
1	1	B1	352	0	638_nm
1	1	B1	353	0	405_nm
1	1	B1	353	0	488_nm
1	1	B1	353	0	561_nm
1	1	B1	353	0	638_nm
1	1	B1	354	0	405_nm
1	1	B1	354	0	488_nm
1	1	B1	354	0	561_nm
1	1	B1	354	0	638_nm
1	1	B1	355	0	405_nm
1	1	B1	355	0	488_nm
1	1	B1	355	0	561_nm
1	1	B1	355	0	638_nm
1	1	B1	356	0	405_nm
1	1	B1	356	0	488_nm
1	1	B1	356	0	561_nm
1	1	B1	356	0	638_nm
1	1	B1	357	0	405_nm
1	1	B1	357	0	488_nm
1	1	B1	357	0	561_nm
1	1	B1	357	0	638_nm
1	1	B1	358	0	405_nm
1	1	B1	358	0	488_nm
1	1	B1	358	0	561_nm
1	1	B1	358	0	638_nm
1	1	B1	359	0	405_nm
1	1	B1	359	0	488_nm
1	1	B1	359	0	561_nm
1	1	B1	359	0	638_nm
1	1	B1	360	0	405_nm
1	1	B1	360	0	488_nm
1	1	B1	360	0	561_nm
1	1	B1	360	0	638_nm
1	1	B1	361	0	405_nm
1	1	B1	361	0	488_nm
1	1	B1	361	0	561_nm
1	1	B1	361	0	638_nm
1	1	B1	362	0	405_nm
1	1	B1	362	0	488_nm
1	1	B1	362	0	561_nm
1	1	B1	362	0	638_nm
1	1	B1	363	0	405_nm
1	1	B1	363	0	488_nm
1	1	B1	363	0	561_nm
1	1	B1	363	0	638_nm
1	1	B1	364	0	405_nm
1	1	B1	364	0	488_nm
1	1	B1	364	0	561_nm
1	1	B1	364	0	638_nm
1	1	B1	365	0	405_nm
1	1	B1	365	0	488_nm
1	1	B1	365	0	561_nm
1	1	B1	365	0	638_nm
1	1	B1	366	0	405_nm
1	1	B1	366	0	488_nm
1	1	B1	366	0	561_nm
1	1	B1	366	0	638_nm
1	1	B1	367	0	405_nm
1	1	B1	367	0	488_nm
1	1	B1	367	0	561_nm
1	1	B1	367	0	638_nm
1	1	B1	368	0	405_nm
1	1	B1	368	0	488_nm
1	1	B1	368	0	561_nm
1	1	B1	368	0	638_nm
1	1	B1	369	0	405_nm
1	1	B1	369	0	488_nm
1	1	B1	369	0	561_nm
1	1	B1	369	0	638_nm
1	1	B1	370	0	405_nm
1	1	B1	370	0	488_nm
1	1	B1	370	0	561_nm
1	1	B1	370	0	638_nm
1	1	B1	371	0	405_nm
1	1	B1	371	0	488_nm
1	1	B1	371	0	561_nm
1	1	B1	371	0	638_nm
1	1	B1	372	0	405_nm
1	1	B1	372	0	488_nm
1	1	B1	372	0	561_nm
1	1	B1	372	0	638_nm
1	1	B1	373	0	405_nm
1	1	B1	373	0	488_nm
1	1	B1	373	0	561_nm
1	1	B1	373	0	638_nm
1	1	B1	374	0	405_nm
1	1	B1	374	0	488_nm
1	1	B1	374	0	561_nm
1	1	B1	374	0	638_nm
1	1	B1	375	0	405_nm
1	1	B1	375	0	488_nm
1	1	B1	375	0	561_nm
1	1	B1	375	0	638_nm
1	1	B1	376	0	405_nm
1	1	B1	376	0	488_nm
1	1	B1	376	0	561_nm
1	1	B1	376	0	638_nm
1	1	B1	377	0	405_nm
1	1	B1	377	0	488_nm
1	1	B1	377	0	561_nm
1	1	B1	377	0	638_nm
1	1	B1	378	0	405_nm
1	1	B1	378	0	488_nm
1	1	B1	378	0	561_nm
1	1	B1	378	0	638_nm
1	1	B1	379	0	405_nm
1	1	B1	379	0	488_nm
1	1	B1	379	0	561_nm
1	1	B1	379	0	638_nm
1	1	B1	380	0	405_nm
1	1	B1	380	0	488_nm
1	1	B1	380	0	561_nm
1	1	B1	380	0	638_nm
1	1	B1	381	0	405_nm
1	1	B1	381	0	488_nm
1	1	B1	381	0	561_nm
1	1	B1	381	0	638_nm
1	1	B1	382	0	405_nm
1	1	B1	382	0	488_nm
1	1	B1	382	0	561_nm
1	1	B1	382	0	638_nm
1	1	B1	383	0	405_nm
1	1	B1	383	0	488_nm
1	1	B1	383	0	561_nm
1	1	B1	383	0	638_nm
1	1	B1	384	0	405_nm
1	1	B1	384	0	488_nm
1	1	B1	384	0	561_nm
1	1	B1	384	0	638_nm
1	1	B1	385	0	405_nm
1	1	B1	385	0	488_nm
1	1	B1	385	0	561_nm
1	1	B1	385	0	638_nm
1	1	B1	386	0	405_nm
1	1	B1	386	0	488_nm
1	1	B1	386	0	561_nm
1	1	B1	386	0	638_nm
1	1	B1	387	0	405_nm
1	1	B1	387	0	488_nm
1	1	B1	387	0	561_nm
1	1	B1	387	0	638_nm
1	1	B1	388	0	405_nm
1	1	B1	388	0	488_nm
1	1	B1	388	0	561_nm
1	1	B1	388	0	638_nm
1	1	B1	389	0	405_nm
1	1	B1	389	0	488_nm
1	1	B1	389	0	561_nm
1	1	B1	389	0	638_nm
1	1	B1	390	0	405_nm
1	1	B1	390	0	488_nm
1	1	B1	390	0	561_nm
1	1	B1	390	0	638_nm
1	1	B1	391	0	405_nm
1	1	B1	391	0	488_nm
1	1	B1	391	0	561_nm
1	1	B1	391	0	638_nm
1	1	B1	392	0	405_nm
1	1	B1	392	0	488_nm
1	1	B1	392	0	561_nm
1	1	B1	392	0	638_nm
1	1	B1	393	0	405_nm
1	1	B1	393	0	488_nm
1	1	B1	393	0	561_nm
1	1	B1	393	0	638_nm
1	1	B1	394	0	405_nm
1	1	B1	394	0	488_nm
1	1	B1	394	0	561_nm
1	1	B1	394	0	638_nm
1	1	B1	395	0	405_nm
1	1	B1	395	0	488_nm
1	1	B1	395	0	561_nm
1	1	B1	395	0	638_nm
1	1	B1	396	0	405_nm
1	1	B1	396	0	488_nm
1	1	B1	396	0	561_nm
1	1	B1	396	0	638_nm
1	1	B1	397	0	405_nm
1	1	B1	397	0	488_nm
1	1	B1	397	0	561_nm
1	1	B1	397	0	638_nm
1	1	B1	398	0	405_nm
1	1	B1	398	0	488_nm
1	1	B1	398	0	561_nm
1	1	B1	398	0	638_nm
1	1	B1	399	0	405_nm
1	1	B1	399	0	488_nm
1	1	B1	399	0	561_nm
1	1	B1	399	0	638_nm
1	1	B1	400	0	405_nm
1	1	B1	400	0	488_nm
1	1	B1	400	0	561_nm
1	1	B1	400	0	638_nm
1	1	B1	401	0	405_nm
1	1	B1	401	0	488_nm
1	1	B1	401	0	561_nm
1	1	B1	401	0	638_nm
1	1	B1	402	0	405_nm
1	1	B1	402	0	488_nm
1	1	B1	402	0	561_nm
1	1	B1	402	0	638_nm
1	1	B1	403	0	405_nm
1	1	B1	403	0	488_nm
1	1	B1	403	0	561_nm
1	1	B1	403	0	638_nm
1	1	B1	404	0	405_nm
1	1	B1	404	0	488_nm
1	1	B1	404	0	561_nm
1	1	B1	404	0	638_nm
1	1	B1	405	0	405_nm
1	1	B1	405	0	488_nm
1	1	B1	405	0	561_nm
1	1	B1	405	0	638_nm
1	1	B1	406	0	405_nm
1	1	B1	406	0	488_nm
1	1	B1	406	0	561_nm
1	1	B1	406	0	638_nm
1	1	B1	407	0	405_nm
1	1	B1	407	0	488_nm
1	1	B1	407	0	561_nm
1	1	B1	407	0	638_nm
1	1	B1	408	0	405_nm
1	1	B1	408	0	488_nm
1	1	B1	408	0	561_nm
1	1	B1	408	0	638_nm
1	1	B1	409	0	405_nm
1	1	B1	409	0	488_nm
1	1	B1	409	0	561_nm
1	1	B1	409	0	638_nm
1	1	B1	410	0	405_nm
1	1	B1	410	0	488_nm
1	1	B1	410	0	561_nm
1	1	B1	410	0	638_nm
1	1	B1	411	0	405_nm
1	1	B1	411	0	488_nm
1	1	B1	411	0	561_nm
1	1	B1	411	0	638_nm
1	1	B1	412	0	405_nm
1	1	B1	412	0	488_nm
1	1	B1	412	0	561_nm
1	1	B1	412	0	638_nm
1	1	B1	413	0	405_nm
1	1	B1	413	0	488_nm
1	1	B1	413	0	561_nm
1	1	B1	413	0	638_nm
1	1	B1	414	0	405_nm
1	1	B1	414	0	488_nm
1	1	B1	414	0	561_nm
1	1	B1	414	0	638_nm
1	1	B1	415	0	405_nm
1	1	B1	415	0	488_nm
1	1	B1	415	0	561_nm
1	1	B1	415	0	638_nm
1	1	B1	416	0	405_nm
1	1	B1	416	0	488_nm
1	1	B1	416	0	561_nm
1	1	B1	416	0	638_nm
1	1	B1	417	0	405_nm
1	1	B1	417	0	488_nm
1	1	B1	417	0	561_nm
1	1	B1	417	0	638_nm
1	1	B1	418	0	405_nm
1	1	B1	418	0	488_nm
1	1	B1	418	0	561_nm
1	1	B1	418	0	638_nm
1	1	B1	419	0	405_nm
1	1	B1	419	0	488_nm
1	1	B1	419	0	561_nm
1	1	B1	419	0	638_nm
1	1	B1	420	0	405_nm
1	1	B1	420	0	488_nm
1	1	B1	420	0	561_nm
1	1	B1	420	0	638_nm
1	1	B1	421	0	405_nm
1	1	B1	421	0	488_nm
1	1	B1	421	0	561_nm
1	1	B1	421	0	638_nm
1	1	B1	422	0	405_nm
1	1	B1	422	0	488_nm
1	1	B1	422	0	561_nm
1	1	B1	422	0	638_nm
1	1	B1	423	0	405_nm
1	1	B1	423	0	488_nm
1	1	B1	423	0	561_nm
1	1	B1	423	0	638_nm
1	1	B1	424	0	405_nm
1	1	B1	424	0	488_nm
1	1	B1	424	0	561_nm
1	1	B1	424	0	638_nm
1	1	B1	425	0	405_nm
1	1	B1	425	0	488_nm
1	1	B1	425	0	561_nm
1	1	B1	425	0	638_nm
1	1	B1	426	0	405_nm
1	1	B1	426	0	488_nm
1	1	B1	426	0	561_nm
1	1	B1	426	0	638_nm
1	1	B1	427	0	405_nm
1	1	B1	427	0	488_nm
1	1	B1	427	0	561_nm
1	1	B1	427	0	638_nm
1	1	B1	428	0	405_nm
1	1	B1	428	0	488_nm
1	1	B1	428	0	561_nm
1	1	B1	428	0	638_nm
1	1	B1	429	0	405_nm
1	1	B1	429	0	488_nm
1	1	B1	429	0	561_nm
1	1	B1	429	0	638_nm
1	1	B1	430	0	405_nm
1	1	B1	430	0	488_nm
1	1	B1	430	0	561_nm
1	1	B1	430	0	638_nm
1	1	B1	431	0	405_nm
1	1	B1	431	0	488_nm
1	1	B1	431	0	561_nm
1	1	B1	431	0	638_nm
1	1	B1	432	0	405_nm
1	1	B1	432	0	488_nm
1	1	B1	432	0	561_nm
1	1	B1	432	0	638_nm
1	1	B1	433	0	405_nm
1	1	B1	433	0	488_nm
1	1	B1	433	0	561_nm
1	1	B1	433	0	638_nm
1	1	B1	434	0	405_nm
1	1	B1	434	0	488_nm
1	1	B1	434	0	561_nm
1	1	B1	434	0	638_nm
1	1	B1	435	0	405_nm
1	1	B1	435	0	488_nm
1	1	B1	435	0	561_nm
1	1	B1	435	0	638_nm
1	1	B1	436	0	405_nm
1	1	B1	436	0	488_nm
1	1	B1	436	0	561_nm
1	1	B1	436	0	638_nm
1	1	B1	437	0	405_nm
1	1	B1	437	0	488_nm
1	1	B1	437	0	561_nm
1	1	B1	437	0	638_nm
1	1	B1	438	0	405_nm
1	1	B1	438	0	488_nm
1	1	B1	438	0	561_nm
1	1	B1	438	0	638_nm
1	1	B1	439	0	405_nm
1	1	B1	439	0	488_nm
1	1	B1	439	0	561_nm
1	1	B1	439	0	638_nm
1	1	B1	440	0	405_nm
1	1	B1	440	0	488_nm
1	1	B1	440	0	561_nm
1	1	B1	440	0	638_nm
1	1	B1	441	0	405_nm
1	1	B1	441	0	488_nm
1	1	B1	441	0	561_nm
1	1	B1	441	0	638_nm
1	1	B1	442	0	405_nm
1	1	B1	442	0	488_nm
1	1	B1	442	0	561_nm
1	1	B1	442	0	638_nm
1	1	B1	443	0	405_nm
1	1	B1	443	0	488_nm
1	1	B1	443	0	561_nm
1	1	B1	443	0	638_nm
1	1	B1	444	0	405_nm
1	1	B1	444	0	488_nm
1	1	B1	444	0	561_nm
1	1	B1	444	0	638_nm
1	1	B1	445	0	405_nm
1	1	B1	445	0	488_nm
1	1	B1	445	0	561_nm
1	1	B1	445	0	638_nm
1	1	B1	446	0	405_nm
1	1	B1	446	0	488_nm
1	1	B1	446	0	561_nm
1	1	B1	446	0	638_nm
1	1	B1	447	0	405_nm
1	1	B1	447	0	488_nm
1	1	B1	447	0	561_nm
1	1	B1	447	0	638_nm
1	1	B1	448	0	405_nm
1	1	B1	448	0	488_nm
1	1	B1	448	0	561_nm
1	1	B1	448	0	638_nm
1	1	B1	449	0	405_nm
1	1	B1	449	0	488_nm
1	1	B1	449	0	561_nm
1	1	B1	449	0	638_nm
1	1	B1	450	0	405_nm
1	1	B1	450	0	488_nm
1	1	B1	450	0	561_nm
1	1	B1	450	0	638_nm
1	1	B1	451	0	405_nm
1	1	B1	451	0	488_nm
1	1	B1	451	0	561_nm
1	1	B1	451	0	638_nm
1	1	B1	452	0	405_nm
1	1	B1	452	0	488_nm
1	1	B1	452	0	561_nm
1	1	B1	452	0	638_nm
1	1	B1	453	0	405_nm
1	1	B1	453	0	488_nm
1	1	B1	453	0	561_nm
1	1	B1	453	0	638_nm
1	1	B1	454	0	405_nm
1	1	B1	454	0	488_nm
1	1	B1	454	0	561_nm
1	1	B1	454	0	638_nm
1	1	B1	455	0	405_nm
1	1	B1	455	0	488_nm
1	1	B1	455	0	561_nm
1	1	B1	455	0	638_nm
1	1	B1	456	0	405_nm
1	1	B1	456	0	488_nm
1	1	B1	456	0	561_nm
1	1	B1	456	0	638_nm
1	1	B1	457	0	405_nm
1	1	B1	457	0	488_nm
1	1	B1	457	0	561_nm
1	1	B1	457	0	638_nm
1	1	B1	458	0	405_nm
1	1	B1	458	0	488_nm
1	1	B1	458	0	561_nm
1	1	B1	458	0	638_nm
1	1	B1	459	0	405_nm
1	1	B1	459	0	488_nm
1	1	B1	459	0	561_nm
1	1	B1	459	0	638_nm
1	1	B1	460	0	405_nm
1	1	B1	460	0	488_nm
1	1	B1	460	0	561_nm
1	1	B1	460	0	638_nm
1	1	B1	461	0	405_nm
1	1	B1	461	0	488_nm
1	1	B1	461	0	561_nm
1	1	B1	461	0	638_nm
1	1	B1	462	0	405_nm
1	1	B1	462	0	488_nm
1	1	B1	462	0	561_nm
1	1	B1	462	0	638_nm
1	1	B1	463	0	405_nm
1	1	B1	463	0	488_nm
1	1	B1	463	0	561_nm
1	1	B1	463	0	638_nm
1	1	B1	464	0	405_nm
1	1	B1	464	0	488_nm
1	1	B1	464	0	561_nm
1	1	B1	464	0	638_nm
1	1	B1	465	0	405_nm
1	1	B1	465	0	488_nm
1	1	B1	465	0	561_nm
1	1	B1	465	0	638_nm
1	1	B1	466	0	405_nm
1	1	B1	466	0	488_nm
1	1	B1	466	0	561_nm
1	1	B1	466	0	638_nm
1	1	B1	467	0	405_nm
1	1	B1	467	0	488_nm
1	1	B1	467	0	561_nm
1	1	B1	467	0	638_nm
1	1	B1	468	0	405_nm
1	1	B1	468	0	488_nm
1	1	B1	468	0	561_nm
1	1	B1	468	0	638_nm
1	1	B1	469	0	405_nm
1	1	B1	469	0	488_nm
1	1	B1	469	0	561_nm
1	1	B1	469	0	638_nm
1	1	B1	470	0	405_nm
1	1	B1	470	0	488_nm
1	1	B1	470	0	561_nm
1	1	B1	470	0	638_nm
1	1	B1	471	0	405_nm
1	1	B1	471	0	488_nm
1	1	B1	471	0	561_nm
1	1	B1	471	0	638_nm
1	1	B1	472	0	405_nm
1	1	B1	472	0	488_nm
1	1	B1	472	0	561_nm
1	1	B1	472	0	638_nm
1	1	B1	473	0	405_nm
1	1	B1	473	0	488_nm
1	1	B1	473	0	561_nm
1	1	B1	473	0	638_nm
1	1	B1	474	0	405_nm
1	1	B1	474	0	488_nm
1	1	B1	474	0	561_nm
1	1	B1	474	0	638_nm
1	1	B1	475	0	405_nm
1	1	B1	475	0	488_nm
1	1	B1	475	0	561_nm
1	1	B1	475	0	638_nm
1	1	B1	476	0	405_nm
1	1	B1	476	0	488_nm
1	1	B1	476	0	561_nm
1	1	B1	476	0	638_nm
1	1	B1	477	0	405_nm
1	1	B1	477	0	488_nm
1	1	B1	477	0	561_nm
1	1	B1	477	0	638_nm
1	1	B1	478	0	405_nm
1	1	B1	478	0	488_nm
1	1	B1	478	0	561_nm
1	1	B1	478	0	638_nm
1	1	B1	479	0	405_nm
1	1	B1	479	0	488_nm
1	1	B1	479	0	561_nm
1	1	B1	479	0	638_nm
1	1	B1	480	0	405_nm
1	1	B1	480	0	488_nm
1	1	B1	480	0	561_nm
1	1	B1	480	0	638_nm
1	1	B1	481	0	405_nm
