gene_symbol_0
SH3BP1
WDHD1
STX18
RAB6D
BMS1
SRCAP
LIN37
RAB39A
PMF1
TPM2
MNT
DDX42
ESCO2
NXT1
KLHL7
ABCB10
SQLE
CD101
FECH
EIF5A
NDUFS2
ZBTB8OS
RSPH4A
PTP4A2
TAF2
ANKRD36B
NAA10
OR4K1
DSN1
DDX18
UBE2D3
PPIE
MYL6B
RTL10
CNOT11
OR7A10
NCR2
DGKE
UBE2R2
COG5
CEP135
RARS1
MPRIP
RPIA
CALM3
AMER2
RPS27L
EIF3H
BRD7
LRRC37A2
AGBL4
BBS1
GTF2E2
PPCS
RAD17
HUS1
CHD8
PDS5A
PMPCB
ANAPC13
CDK6
STXBP1
TRMT6
NVL
UQCRC2
RNF41
RAMAC
PIAS4
C7orf50
SF3A1
KIAA1671
ARL1
HDAC8
ZC3H11A
TRIM35
RICTOR
AAGAB
ZNF131
COP1
LIN54
FAM161B
SMIM29
VPS52
DBF4
PNPT1
ETNK2
SLC2A1
CEACAM5
SRPK3
HAO2
UBE2H
CTNNB1
SIRT6
PRPF19
ARPC4-TTLL3
ATP1B3
UBA5
KLF5
ADAM11
RBM48
DDX1
ANP32B
FOXE3
CDCA4
HTT
EFR3A
USP7
KIAA1614
GLE1
IQCN
BATF2
EXOC4
AKR1A1
ERBB2
MRPS10
SULT2B1
ZNF559
TCEAL4
WASHC2C
API5
FAM104B
PPP1R14B
EIF3K
SMG7
ZDHHC8
PACS1
RARS2
LRRC3C
TIMM8A
AGPAT5
CENPN
HDAC3
CR1L
ZNF658
CTAGE4
ATP2C1
WAC
WDR62
UBE2N
DPY19L2
EML6
ZNF85
PTGES3
TPR
POLR3B
RGPD4
TSEN54
CHP1
ATP8B3
TEF
AMY1B
LRCH2
FNBP4
RB1CC1
DHRS4
CCT7
SNHG32
SHLD1
BAG2
LINGO4
COPS4
SETD1B
WASHC3
GPR179
UBAP1
CNOT4
MON2
CCDC6
AHCYL1
ILF2
WDR55
PRKAR1A
SLC30A9
NDUFA5
EIF1AD
TOPBP1
PCNT
TOMM70
SLC25A25
NDUFA4
PSME2
SF3B3
CAPRIN1
FOXM1
SMG9
ZNF333
ZNF674
DNM1L
APC
OR5L2
ARMC9
ATAD5
USP8
HNRNPA2B1
EPN3
QRSL1
COMMD4
CERT1
RBM10
UVRAG
OR4D1
METTL14
MED8
TRIM28
MPDU1
PTMA
DHFR
CYB561A3
MRPL12
TUBA3D
DENND2A
TAF7
GZMH
ZNF383
NDUFAF7
GDI2
KEAP1
TMX1
ZCCHC7
MTIF2
FARS2
TPI1
TMEM209
SCPEP1
POTEH
ETV6
RSRC2
ARL2
CRELD1
KPNA2
UGP2
IMPDH1
RAP2A
TIMM23
BIRC2
EXOC5
MIOS
OR2T5
MAPK14
GTF2H2
USHBP1
ELP4
DAZAP1
EXT1
ATP6V1F
PRAMEF9
TFB1M
GRB2
FOXN3
CHTF8
POU2AF1
HNRNPR
MTHFD1L
ALG8
XRN1
PRMT7
CTNNBL1
CCER2
ATG2A
CXorf56
CASZ1
PELO
NUBPL
FLII
SOCS3
ITGAX
SKP1
KIF20B
UBE2K
ZNF638
HNRNPCL1
C3orf38
EAPP
YIPF5
EPC2
PER2
VPS45
RBPJ
CNNM4
GRK2
JMJD1C
FANCI
KCNJ12
NDUFA10
OGA
MRPL22
SIRPA
TSFM
POTEE
SMC5
PHB2
HCRTR1
SLC35E2A
SYVN1
MAPRE1
CLPX
PTCD1
UBE3D
ERCC1
SPATA31A6
TREML2
WDR73
CBFB
NDUFB6
CTC1
TKT
PTPN23
IWS1
STIP1
TIMM17A
ZNF486
PPA2
PPWD1
USP32
KANSL1
NDRG3
ZC3H10
EMC2
CYP4F2
DDX59
ANKRD35
MECR
OR4N2
AAK1
CCT6A
POP1
DHX35
ANKRD13C
TPTE2
BCL9L
C19orf67
EIF1AX
DENR
HSPA13
EBNA1BP2
PDSS2
TM9SF2
IL12RB2
UBAC2
TRIM43
EPC1
TMEM189-UBE2V1
RPRD1A
MATR3
SCAF1
LAIR1
PTCHD4
CIAO3
MRPS2
NCOA5
MRGBP
ATP5MF-PTCD1
ARID3B
TAF6L
RPS6KB1
ATP13A1
LAMC3
SCAF8
MMACHC
RNF157
ZNF100
LLPH
CHGB
USP17L12
PDGFRA
FKBP10
ARMC6
NFYB
FAM219A
INTS12
DRG2
NDC1
ELP5
UBE2T
PABPC1
RBM26
KDM1A
BLM
ME2
INTS13
PIGV
PSAP
PPP1CC
EXOC8
KIAA0100
ASH2L
TOE1
RASGRP1
COPZ1
CDKL2
METTL3
PRKRA
AGPS
COX7B
DIPK1A
PPCDC
ZNF718
URI1
PCED1A
COX14
PFKL
SNUPN
ITIH4
PPHLN1
AP3D1
CREB3L4
FUBP1
SASS6
STX5
MSH5
PYROXD1
DAXX
TRIM48
CBLL1
SCAF11
MAK16
OR4A47
BTAF1
PPP1R15A
OR11H1
OR8A1
KRT78
CNOT9
MRPL16
MRPL3
SCFD1
MOB4
GDF5OS
HNRNPK
TUBA4A
NELFCD
GABPA
WASHC4
ZNF33B
ICMT
ZNF322
WASL
B4GALT3
PREX1
TERT
NUDT21
UBE2J2
DEPDC1
FKBPL
TEAD2
COL5A3
COX4I1
TSSK4
NRBP1
ATP6V1C1
HUWE1
CELF1
NBPF11
SRP19
HINFP
NRBF2
SHC1
SLC39A4
FANCE
XPR1
RAB35
PPIL2
EMC3
TUBE1
GFPT1
CDC123
FBXW7
CALD1
CNIH4
SSB
MAST4
SPTLC2
INPP5K
GMEB1
LMO7
RARRES2
ACACA
FERMT2
ASCC3
C1QTNF1
PPP4R2
CUL2
COPS3
HCCS
ADNP
RELA
RBX1
GFM1
TEX101
EEF1B2
PSME3
RAB6A
CENPI
GGPS1
TGS1
SARNP
ITGA4
REEP1
AMHR2
AKNAD1
C7orf26
ING3
COL7A1
RNF214
EIF4EBP2
GPS1
NCKAP1
DENND2C
SYNCRIP
ZP1
NASP
PDCL3
GTF2E1
CERS2
GMPS
IPO5
CRK
SLC26A10
OBSL1
OSBP
ZBTB47
CHKA
PSMC6
RNF103-CHMP3
NAA50
MRPL47
ATP1A2
MED13
ELP3
RAD51B
PRDX1
SERINC4
C4orf19
TNNT2
POLD3
PPP1CA
ABHD13
HNRNPCL4
FAM91A1
DHX15
RAB10
UBR4
CSTF3
IPO13
THOC2
TTC31
NRDC
LSM14A
UGCG
CSE1L
TBC1D17
UTP20
RNF25
NFRKB
POLR3D
ATF1
MRPL36
FAIM
YWHAZ
LARP1
SLC35G3
NBPF3
ACSL4
LRCH4
DHX30
DBNL
EPAS1
ARHGEF7
NSD1
PLEKHM1
MCM7
LGALS9B
FAM98C
TMEM199
WARS2
FOLR3
ZNF675
EMSY
HARS1
CTAGE1
PPP6C
GOLGA8B
PIGW
LURAP1L
RNMT
PCP2
EXOSC10
TPM3
FAM186A
YAE1
CCDC144A
ACTR10
SLC39A7
ATRX
CPSF4
NDUFB9
DMAP1
RBBP4
FRG2C
TAZ
ZNF468
RFXANK
PCDHA4
ARHGEF35
NAT8
CCT8
HAUS4
KRI1
ZC3H13
ATP6V0E1
C9orf78
LAS1L
DUSP11
FMO1
TUBD1
SHOC2
KCNJ15
GINS3
USP37
TMED10
DDX17
TRIM41
UQCRFS1
BECN1
VPS35
RRP1
GTF2I
AHCY
JMY
SATB2
TTC7A
GRAMD4
PRMT1
TMED2
TSR2
PPAT
TEX10
LONP1
LMAN2
SLC35A1
NAGLU
ITGB5
SMC3
ZBTB39
PTPN11
OGFR
GEMIN6
STXBP3
SLC9B1
DKC1
UNC5B
MST1
BET1
TIMM9
TMA16
RER1
OGDH
CAPS
PCYT1A
TBCE
NT5C3B
CFC1
CRYGC
POLR3E
INO80B
TTC37
DCTN4
TAF10
FH
NDUFV2
NOL11
SERF1B
USP1
BTBD9
SPTLC1
CRX
CAB39
CENPJ
RHOF
ISY1-RAB43
TIMM22
RAB26
TSACC
HAAO
SRRM1
TMEM97
WDR44
NUP88
USH1G
PRPF39
PFDN4
RGPD2
WDR88
KRTAP10-4
PIGB
SETD5
ZC3H7B
MAP2K7
BOLA2
PPFIA4
PRAMEF11
COPE
DHX38
THAP1
SUCLG1
POLE3
CYHR1
INTS14
PRKAB2
PUM3
NGRN
SNAP91
ATP6V1A
UBE2O
VPS54
MRPS36
RFK
SUPT7L
C19orf25
MYT1L
PPP5C
AAAS
TYW1B
CHD1
DPF2
PRKAA1
CFL1
R3HCC1
OAZ1
CEACAM6
MTFMT
CD22
USP6
RAD51C
HNRNPH2
ATXN1
SURF4
SLC25A26
TTF1
C16orf72
SLC5A1
NOP58
WDR54
HSPB8
RNASEK
SMARCA5
DDX3X
TRA2B
SAP130
OR1D2
LIMS1
UBASH3A
MYBBP1A
WARS1
DUSP22
FBXW11
STRAP
PCYT2
SSX4B
CDV3
CCND3
TIPIN
EIF4A1
CCNF
SLC6A6
SDAD1
EIF4G2
ABCE1
DHDDS
OR2T29
SOD1
FLVCR1
TEKT2
RAD50
MON1B
DPH1
CCT3
BSCL2
DDX24
WDR36
ERVW-1
ABL1
ATP6V0A1
GTSE1
DNAJA3
DPAGT1
DPH3
HNF1B
VPS33A
DIDO1
OSGEP
PRODH2
CTCF
ZC3H18
PPP2R2A
TRAPPC11
USP48
NARS2
SUPT16H
YBEY
SREBF1
COX18
NKX2-5
PSMA2
MRPL39
SNAPC4
PRSS50
DIAPH2
UBC
ERH
TESK1
WDR48
POM121C
PTCD3
RRM1
SHMT1
CCT4
SLC31A1
SMARCAL1
ZWILCH
POTEC
SLC38A5
KAT2A
CENPL
BUD23
PRODH
EDC4
FBXO7
KRT6A
AP3B1
TRIM37
KRT17
ZEB2
MAP2K3
NEDD8
SRP54
TRIM54
SCRIB
HIVEP3
ADRM1
SURF1
CORO6
KIF6
GNG5
YLPM1
NOP53
ELMO2
ZZZ3
PLXNB3
KRT31
CAST
ANTXRL
CCAR2
DNM2
ZKSCAN1
KHDC4
VIRMA
STIL
EFL1
ACTL7A
EIF2B1
UBFD1
ECD
SLC16A3
PEX12
KRTAP15-1
MRPL21
CDC42EP2
CYB5R4
MYRIP
UBTF
ALMS1
PNISR
NYNRIN
IMMT
COL2A1
CUL1
EPHA5
RAD9A
PI4KB
RNF168
NKAPD1
ZBED1
BRPF1
CTPS1
HAUS2
EPB41L3
PPP4R3A
ATPAF2
E2F6
NOSIP
FDFT1
SPRR2D
CCDC174
DHX33
AEBP1
CHCHD3
LAD1
LMNB1
NOTCH2
GRSF1
AKR7A3
WDR59
NUDT4B
MFSD14A
NKTR
GFI1
SH3GL1
LIG3
MRPL28
PRG4
TTLL11
GEMIN2
ANAPC15
TYMS
SRFBP1
SGMS1
RBM5
TSSK3
SYNC
IRF2BP1
RBM15
CHMP4B
LYSMD1
VPS41
RHOA
ATP6V1B2
EFNB3
RAB11FIP4
NDUFB7
TP53BP1
XPO5
MCRS1
EXOSC8
TOX4
NFATC4
EIF4EBP1
ZNF219
POLR1E
ARFRP1
KPNA6
PELI3
GOLGA6L10
SSX4
TRIM24
ODR4
SLC33A1
SLC22A25
SPTSSA
NFE2L1
PRORP
HNRNPF
ALDOC
SET
EXOSC3
AATF
ARGFX
TBCA
FLCN
STEAP3
NDUFAF4
SAE1
PIAS1
GTF2A1
TSR1
AGT
CDK2
MED29
DICER1
AMDHD2
AGAP2
ZNF286B
ZNF526
RGPD8
DDX19A
CAPN9
ALG1L
CEBPZ
ZFP64
ARNTL2
VPS36
ATP5F1C
HTR7
DROSHA
GRHL2
ZNF407
RAE1
SPHK2
GLP2R
SGF29
METTL7B
COA6
GPRIN2
CRTC1
TMEM189
MED18
LRRC32
SEC63
MED31
SPRTN
MRPS12
PRAMEF17
PUM1
TUBB2A
XRN2
POU2F1
XRCC4
JTB
GAPDH
CARNMT1
NLRP2
UTP15
DNTTIP2
MRPL45
TM9SF4
NBPF6
SDF2L1
FADS2
WBP1L
MRPS17
GINS2
BCAM
RPTOR
RPL22
PCBP2
TVP23C
VPS39
NUP58
TFRC
HIP1R
HNRNPA1L2
KDM5C
GNAQ
UFM1
GAB2
TPM4
PDSS1
CDIPT
TNNT1
ZNF283
MAML1
OR4F29
SSRP1
GTF2IRD2
NSUN4
RABGAP1L
POLR3F
TWNK
LRRC37A3
XRCC2
ATXN2
H2BC17
NSRP1
TADA2B
PFDN6
LRP4
SNRNP40
ACTG2
TRIM33
WDR5
TNKS
RFC3
TSEN2
WDR26
PCARE
ZGPAT
MRPL10
RILPL1
MIPEP
STT3A
PON1
RPF2
SLC25A3
INTS10
RAB3A
MCM3AP
ANKRD20A1
KLC2
USP14
YTHDC1
PYGM
DCTN2
TP53I13
NPM1
DEFB131B
NUDCD3
MRGPRX1
NDUFA7
DRG1
SPOUT1
COMMD8
NFU1
PSME1
FETUB
CDC34
RBBP7
IMPDH2
SAMD4A
METAP2
STRN3
NTF3
COG4
METTL16
CASTOR2
PLAC8
KCNA10
LTV1
GATAD1
RPS6KA1
MZF1
NUDC
LARS1
ARL8B
ARID5A
KLHL22
MARK2
ATP1A1
TMEM258
FBXW12
SUPT4H1
PRAMEF20
CBFA2T3
VPS13D
USP10
PPP6R3
KCNJ4
SNX17
TRIM44
INTS7
SLC39A5
GLRX3
SMARCC1
SNW1
UQCRC1
ANKLE1
MYO1H
PA2G4
BICRA
NOP10
HERC2
SGO1
HCFC1
RNF4
SLC29A1
TOP2A
WRAP73
SLC35B1
WDR92
NAT10
RRAD
ATP2B1
CIZ1
PIK3C3
DSCC1
SSX2B
ELMOD3
ANKS1A
PRPF31
RNGTT
KIN
ZNF574
TSSK6
DYRK1A
JMJD6
DUT
SCRN2
PIP4K2A
SS18
GPSM3
PBRM1
EIF3M
PAK1IP1
UROD
KANSL2
U2SURP
ZNF445
MRPS18C
CHMP5
ZNF69
BRD2
GSTM3
UQCRQ
RBSN
TSSC4
RBM14
LRRC1
PRAMEF18
DNAJB1
OR51I2
RFC2
ITGA9
VPS37B
ATP6V1E1
TRAPPC4
MED27
C9orf163
MRPL30
NUFIP1
H2AX
C16orf71
C12orf45
GINS4
ACTA1
FBLIM1
SLC35C1
BOD1L1
SCO2
ZNHIT1
TFG
WDR83
GTF2A2
RPRD2
NCOR1
CDC25A
AFG3L2
ITGB1
TBXA2R
LRP1B
GNA11
CLASRP
TIMELESS
C2orf68
ZNF217
NPIPB5
PSMA1
HMGCS1
FAM167B
HMGN2
PBXIP1
COX6C
GTF3C6
SKAP1
TRPV2
VRTN
KRTAP21-1
RRP7A
RINT1
RPAIN
SHB
ZGRF1
HNRNPL
GRWD1
EIF5B
DDOST
MARCHF6
PRR19
SSH2
VPS37A
MAP2K1
MCM4
RAB18
FDXR
TRAPPC2B
CLTB
AK2
OR7G3
EXOC1
SGCA
FBXO5
MCTS1
BTF3L4
GART
GOLGA6L1
MRPL14
IPMK
PPM1G
ROPN1L
MRTO4
GPR89A
FANCD2
RBM18
WBP1
GALP
ABCG1
AK6
MT1E
TMEM87A
AFDN
AGAP5
KNTC1
CCDC36
MED24
ATG4B
EXOSC5
RAB4A
ALAD
TEAD3
SMARCE1
PDE7A
FBXW9
GNAZ
GNB3
PRR12
AUP1
C6orf132
GLI1
ZNF728
CSNK1A1
ANKRD20A2
CUL3
RTRAF
ARHGEF15
ETNK1
NOL9
YIPF6
COG1
MRPL33
TOP1
RFT1
EIF3D
TSC1
CDK7
RNF123
MEF2D
NHP2
UFL1
PPAN
KIF18B
TRAPPC3
AKT1S1
POLA2
C14orf93
ZNF629
CYP2A13
RAD23B
THRSP
PPP1R8
IRX6
NEDD1
LDB1
ARF3
QRICH1
MRPS28
GEMIN4
TEDC2
ELP6
IKZF1
PRPF4B
CEP97
VASN
PSD4
CCNT1
FOXD4L6
SSU72
CERCAM
UBXN1
MAT2A
SLC52A2
NUP188
NSMCE1
CD276
RIPOR1
ERCC4
ARMH1
SLC26A8
INPPL1
ZNF622
ZC3HC1
ACBD3
SARDH
RRAGA
CPEB1
STAG3
SMURF2
PEX6
WDR7
ANAPC11
VARS1
SUGT1
BAP1
MED10
MDM4
CFB
FARSB
TOP3A
EXT2
TAPT1
TRIM47
NPEPPS
PHF12
ADAR
H2AZ1
MFSD13A
ADGRG1
RBM42
TRMT1
FAM183A
SUB1
SYNJ2
TP53TG3D
NOL10
LCMT1
RUNX2
ATP6V0A2
STAB1
COA7
RMND5A
TUFM
MRPL58
NSMCE3
SULT1A4
PPM1F
GNL2
ZNF738
FMNL2
CREBBP
AGAP6
PLEKHH1
CDH5
RNF113A
MTF1
MRPL53
PHGDH
SEH1L
PPP1R35
MED25
DNASE2
C17orf58
CRKL
ZNF541
MAGEA4
MX1
NBPF12
MSL1
GMNN
GDE1
MGAT1
PKN2
UBA1
CDC23
FANCC
STAMBP
PMF1-BGLAP
CDC16
IFT140
BAZ2A
F3
COG7
PACS2
PAPOLA
MED12
PCM1
RRP12
RPL26L1
COG6
TADA2A
SBNO1
SPAST
ZBTB2
MRPS21
GTF2B
MAD2L1BP
SLC25A51
PRRC2A
MYOC
YAP1
STN1
ZNF317
DDX41
ASS1
SEC61A2
NMD3
RIF1
RAF1
PGM5
NAE1
E2F1
PKM
FAM133B
GOLGA6B
SELENON
URB1
PAQR3
HPN
MATK
COX15
GTF2H2C
FBXO47
CEBPD
TRIM64B
EIF2B5
DYNLL1
RPA1
USP18
DNAJC14
SUGP1
GJD4
AQP7
MRPL38
GLMN
RPF1
SUPV3L1
BRIP1
SPEN
ESRRA
FAAP100
CHAMP1
MTO1
TAF4
RBM22
ERBIN
FASN
RDH5
HSD17B4
ALG1
ATP6V1H
HSPD1
TULP1
PPM1J
SDE2
TRNT1
MED20
CD19
FCN2
DRGX
ACAD8
SP1
TARS2
TARDBP
SKI
FAM122A
BICDL2
CEBPA
NOMO3
NDUFS7
DCTN3
ZDHHC22
CIR1
MDC1
SLC22A17
WDR70
UMPS
GUCA2A
ZBTB7B
PIK3R4
TSPAN31
ZWINT
TSEN34
FAM25A
REV3L
PRUNE1
SF3B6
WDR33
DLGAP5
ZNF133
P3H4
AKAP17A
PTAR1
NAALADL1
BCAR1
NFYA
ATG9A
RPP38
RFC1
MTMR3
MEF2B
ATF7IP
BYSL
PKD1
H2BC6
TONSL
USP17L5
FOXD4L3
BCAP31
FNTB
SNAPC2
KIF2C
UTP14A
ADGRB2
CSNK2B
OR2A4
UQCC2
DNAJC19
ANKRD31
TTC14
TSG101
RHEB
EXOC7
VARS2
SMC6
BCL2L1
GTF3C2
TMEM131
GSS
TDP2
HSD3B1
PDE12
TOP1MT
KIF27
PRAM1
RTEL1
ASH1L
H2AC17
CDC5L
TUBB4A
CCNL1
CDCA3
NAMPT
PPAN-P2RY11
ACAD9
SLC38A7
LIPM
CADM4
BRMS1
TUBGCP6
DIMT1
SRPRA
EPRS1
RNF8
MGA
OXSM
TP63
OR8I2
DPH5
PARP10
SETDB1
DYNC1I2
LARP4
SCUBE1
GANAB
ZC3H3
EIF3I
MYH7B
CACNA1S
CIAO2B
TTC27
TMA7
TSEN15
ATRIP
FBXO21
ZFP36
UBQLN4
CHCHD4
ST13
UBE2G2
CTDSPL2
SUOX
RBM17
ZNF492
USP36
USP19
PPP1R7
UBE2L3
SLX1A
PARD6B
VWA8
CNN2
CPNE7
YPEL1
PGPEP1
TUBGCP2
LEO1
GFM2
SNAPC1
CD8A
HTATSF1
TMEM41B
TMEM230
EPN1
SPICE1
AGXT
RTF1
ERCC2
ZNF155
CCDC61
MED23
FAM200B
ASB6
CNOT2
GPATCH4
UFD1
UNC119
TXNRD2
MARCHF5
RTF2
MRPL35
SAMD4B
MRPL9
RNF20
MRPL18
CENPM
CENPP
PRAMEF12
UTP23
PPARGC1B
H2AB3
KRTAP4-8
MNAT1
BCL2L2
NFE2L3
POLR2H
UBE2C
MMP25
GOLGA6A
GOLGA8M
PPME1
CCT5
TMCO6
FAM153B
ELOA
SS18L2
LSM7
CNP
CNNM3
PSMF1
WTAP
PARL
CKAP2L
ZNF138
MRPS25
INS
RAB14
KHSRP
MRPL48
LMNA
FAM43B
VPS4B
KCMF1
ZFAND5
PWWP3A
FIP1L1
SLAMF9
CSNK1D
ARHGAP33
CA7
RPAP1
NDOR1
VPS8
CHD2
METTL15
C16orf92
NUP35
PI4KA
ELAC2
TLCD3B
OGFOD1
GATA2
POMP
CDC42
BNIP1
SMG6
KAT14
BRAP
THAP12
EIF4ENIF1
CPSF2
ANAPC7
VPREB1
RAB23
RUBCN
ALG11
RCC1
U2AF1L5
CLCC1
KCNG4
SCD
FBXO11
EIF5AL1
CFAP298
LAMTOR5
RABL2A
MYLK2
GGA3
TRMT61A
HNRNPA1
ALG6
RAB1B
DMWD
CACNB3
OLFML3
GSDMA
ZC3H8
MVK
MED7
RPN1
PELP1
PSMD4
UNC50
CHMP3
PHAX
LAT
LCE1A
EIF4E
RPL11
BAK1
TRAF2
KRAS
CCDC59
CCDC144NL
RSAD1
MYL9
C4A
STRN4
TWF1
HROB
PAPOLG
MAPK1
RPP40
ADPRHL2
ACLY
BTBD17
TAF1D
PEX11B
MARVELD3
MPI
MOK
CSPG4
ATR
EIF2B3
PSMD13
CPEB3
KAT8
DDIT3
KRT8
NEK2
RAB5C
SLC23A3
TUBG1
NUBP2
NLE1
COX6B1
ERAL1
IGF2BP2
ARPC4
RBBP5
ZMAT5
UQCR10
DNAJC16
HSP90B1
SRRT
RPE65
SLC35B2
PEX1
FOSL1
RPL7L1
CCNH
RPL36A
PIGX
NUP54
PDXK
XRCC6
SH3PXD2A
ATP6AP2
CENPK
SLC5A9
AGAP7P
SSBP4
HTRA2
CDK11A
IDI1
ZFP91
PDE4A
PEX26
PDCD2L
C17orf97
TRAPPC6A
XRCC1
DNLZ
MANF
NSL1
KCTD21
SPAG7
PRDM4
QARS1
SPOCD1
GTPBP10
DUOXA2
RNPS1
TSPYL1
GET3
CDK4
SDC1
B4GALT5
MAD2L1
DNAJC22
BRD1
TRNAU1AP
PRKCSH
MDN1
USP17L2
NUBP1
MEAK7
FANCL
LSP1
TAF8
CDK8
GAGE12J
TRIM73
LRRC73
CYFIP1
SF3B4
EXOSC4
MSRB1
ABCA3
COQ6
NAGK
BRD4
DCAF6
ACSL3
BCAS3
TPRKB
RBBP6
EED
POLE4
KIF15
HDAC7
YARS1
NONO
INTS6
RALGAPB
CEP152
CARS1
LSM11
HLA-A
CMTR1
SGCE
LIPT1
ETF1
PAFAH1B1
CLSPN
SUCO
TAGLN
CBWD6
POGZ
RNF40
ILF3
DCTN1
KAT6B
POP4
MRPL54
BSG
YTHDF2
WDR25
PCGF2
PGAM1
PFDN1
MED13L
MYL12A
FAM50A
SRM
RNF14
MEMO1
DPY30
DOCK7
MAEA
RASD2
MRPS34
WDR24
WDR4
NOCT
RSPH10B2
PRELID3B
SOX10
ZSWIM7
SMARCD3
NUMA1
UBE4B
COX4I2
CACUL1
KRR1
UBE2I
TNS2
MTBP
COX7C
KARS1
TRPM2
ZNF74
TANGO6
SLFNL1
DLD
NINL
FEN1
TIPARP
SMR3A
MED22
TNS3
SIK3
DYNC1LI1
SLC35G6
NCAPG2
AFF2
MICOS10
SRSF10
ARGLU1
H3C1
HNRNPA3
ZNF525
HMCES
ZNF506
IVL
RPA2
ADAT2
PIP4K2B
PPP1R11
GATA1
MRPL44
MPZL1
CHST4
SNRPD1
METAP1
FLYWCH1
LYRM2
ABT1
MAPK3
DEK
TXN
DGKI
DDX54
PGK1
IGBP1
TNPO2
FAHD2A
GALE
PHLDB1
JOSD1
NCLN
KIF22
MCM6
UBE2Z
FURIN
SYT12
RPS6KA4
KDSR
C6orf15
ZNF687
ARHGAP11A
VEZT
NDUFAB1
RMI1
TMEM165
UNC13A
DNMT1
ACD
METTL17
FOXA3
IARS2
SYMPK
INTS11
COG3
PMVK
GNB2
RPL32
SREK1
INO80
SPATA5
FOXN1
SPNS2
LETM1
CLTC
TFPT
RPL26
TBRG4
PDPK1
DIS3L
FOXC2
HAX1
UGT2B11
FBXO2
GPR132
WDR3
BIRC6
ASCL5
GATAD2A
TAF1
LSM6
EHMT2
SEPHS2
PEX13
FBXO28
NUP205
FANCF
NDUFA8
ZFHX2
PFDN5
PRR30
ZFP69B
SMG8
DNAJC11
HIC2
CHST8
NDUFS5
MRPL40
PTDSS1
RNF31
TEPSIN
MEN1
AZIN1
ATG4D
DCPS
CAPZB
SCGB1C1
RBM28
SLC39A10
PYGB
HSD17B10
DNAH10
HAUS7
PREB
NAA40
CT45A7
DDI2
ZDHHC7
CCDC184
DNAJB6
TINF2
HGS
CLP1
ENPP7
PEX5
FTH1
DAPK3
MBTPS1
TMSB10
NHLRC2
NBAS
CSDE1
REXO1
RITA1
AGAP9
DLG5
CPT1A
SDHAF2
NHSL1
TTI2
BPTF
RBBP8
PNRC2
WIPF1
ELOF1
CENPE
SOGA3
COPS6
CHM
HS6ST1
ORC6
POLR2C
PSMA3
PES1
SLC22A8
EBI3
SEMA3F
MTA2
PPP1R37
HNRNPD
ANKRD20A3
MICOS13
TMEM259
FLI1
CSH2
RBM33
PC
RAD51
MYB
SETD2
ZC3H4
APOLD1
GTF2H1
SPDYE1
CHTF18
NOP16
SYT2
CNTNAP1
EIF3G
GABPB1
CLEC11A
MYO1G
RRP15
CDS2
RTTN
MINDY2
CIB2
STRN
OSTC
BRAT1
GTF2F2
TTK
LRRC41
PCID2
GNL3
HJV
NISCH
DDB1
TEN1
BCLAF1
HNRNPA0
EEF1D
SMAGP
SCMH1
ELP1
SYNPO2L
OPN4
SLC7A1
TEX29
TMEM41A
CRLS1
TIGD1
SOX4
SLF2
OR1E2
NIP7
POLG
CYP26A1
ATXN2L
DARS2
MFN2
VPS29
SEPHS1
LMNB2
TFIP11
NIFK
DERL1
PLA2G10
C8orf33
CDC73
MRPS11
